cancer_classification,SEX_CHARACTER,YEAR,Age_Group,Cases_by_Age,TOTAL
Oesophagus (C15),M,1976,N35_39,20,2204
Oesophagus (C15),M,1977,N35_39,7,2298
Oesophagus (C15),M,1978,N35_39,14,2759
Oesophagus (C15),M,1979,N35_39,13,2725
Oesophagus (C15),M,1980,N35_39,18,2849
Oesophagus (C15),M,1981,N35_39,14,2959
Oesophagus (C15),M,1982,N35_39,22,3059
Oesophagus (C15),M,1983,N35_39,34,3733
Oesophagus (C15),M,1984,N35_39,28,3913
Oesophagus (C15),M,1985,N35_39,28,3991
Oesophagus (C15),M,1986,N35_39,42,4096
Oesophagus (C15),M,1987,N35_39,37,4629
Oesophagus (C15),M,1988,N35_39,41,5108
Oesophagus (C15),M,1989,N35_39,34,5628
Oesophagus (C15),M,1990,N35_39,39,6030
Oesophagus (C15),M,1991,N35_39,36,5995
Oesophagus (C15),M,1992,N35_39,38,6357
Oesophagus (C15),M,1993,N35_39,43,6858
Oesophagus (C15),M,1994,N35_39,60,7270
Oesophagus (C15),M,1995,N35_39,62,7114
Oesophagus (C15),M,1996,N35_39,49,7198
Oesophagus (C15),M,1997,N35_39,45,7554
Oesophagus (C15),M,1998,N35_39,46,8097
Oesophagus (C15),M,1999,N35_39,54,8335
Oesophagus (C15),M,2000,N35_39,54,8313
Oesophagus (C15),M,2001,N35_39,38,8631
Oesophagus (C15),M,2002,N35_39,53,8961
Oesophagus (C15),M,2003,N35_39,46,9682
Oesophagus (C15),M,2004,N35_39,44,9846
Oesophagus (C15),M,2005,N35_39,48,10008
Oesophagus (C15),M,2006,N35_39,59,10214
Oesophagus (C15),M,2007,N35_39,52,10565
Oesophagus (C15),M,2008,N35_39,51,11075
Oesophagus (C15),M,2009,N35_39,53,11052
Oesophagus (C15),M,2010,N35_39,52,11441
Oesophagus (C15),M,2011,N35_39,46,11464
Oesophagus (C15),M,2012,N35_39,45,11899
Oesophagus (C15),M,2013,N35_39,45,12035
Oesophagus (C15),M,2014,N35_39,37,12267
Oesophagus (C15),M,2015,N35_39,52,12789
Oesophagus (C15),M,2016,N35_39,50,12794
Oesophagus (C15),M,2017,N35_39,44,12617
Oesophagus (C15),F,1953,N35_39,0,85
Oesophagus (C15),F,1954,N35_39,1,77
Oesophagus (C15),F,1955,N35_39,0,78
Oesophagus (C15),F,1956,N35_39,0,67
Oesophagus (C15),F,1957,N35_39,1,73
Oesophagus (C15),F,1958,N35_39,1,80
Oesophagus (C15),F,1959,N35_39,1,86
Oesophagus (C15),F,1960,N35_39,1,77
Oesophagus (C15),F,1961,N35_39,0,81
Oesophagus (C15),F,1962,N35_39,0,78
Oesophagus (C15),F,1963,N35_39,1,90
Oesophagus (C15),F,1964,N35_39,0,102
Oesophagus (C15),F,1965,N35_39,0,103
Oesophagus (C15),F,1966,N35_39,0,92
Oesophagus (C15),F,1967,N35_39,1,104
Oesophagus (C15),F,1968,N35_39,1,89
Oesophagus (C15),F,1969,N35_39,1,104
Oesophagus (C15),F,1970,N35_39,0,96
Oesophagus (C15),F,1971,N35_39,5,1345
Oesophagus (C15),F,1972,N35_39,6,1384
Oesophagus (C15),F,1973,N35_39,5,1483
Oesophagus (C15),F,1974,N35_39,3,1507
Oesophagus (C15),F,1975,N35_39,3,1593
Oesophagus (C15),F,1976,N35_39,9,1585
Oesophagus (C15),F,1977,N35_39,8,1706
Oesophagus (C15),F,1978,N35_39,5,1955
Oesophagus (C15),F,1979,N35_39,4,1882
Oesophagus (C15),F,1980,N35_39,9,1961
Oesophagus (C15),F,1981,N35_39,4,2080
Oesophagus (C15),F,1982,N35_39,8,2111
Oesophagus (C15),F,1983,N35_39,10,2260
Oesophagus (C15),F,1984,N35_39,13,2344
Oesophagus (C15),F,1985,N35_39,8,2359
Oesophagus (C15),F,1986,N35_39,13,2340
Oesophagus (C15),F,1987,N35_39,7,2538
Oesophagus (C15),F,1988,N35_39,13,2634
Oesophagus (C15),F,1989,N35_39,8,2944
Oesophagus (C15),F,1990,N35_39,11,3110
Oesophagus (C15),F,1991,N35_39,8,3173
Oesophagus (C15),F,1992,N35_39,14,3266
Oesophagus (C15),F,1993,N35_39,20,3410
Oesophagus (C15),F,1994,N35_39,8,3646
Oesophagus (C15),F,1995,N35_39,12,3548
Oesophagus (C15),F,1996,N35_39,10,3527
Oesophagus (C15),F,1997,N35_39,12,3558
Oesophagus (C15),F,1998,N35_39,16,3731
Oesophagus (C15),F,1999,N35_39,17,3834
Oesophagus (C15),F,2000,N35_39,6,3851
Oesophagus (C15),F,2001,N35_39,21,3884
Oesophagus (C15),F,2002,N35_39,10,3850
Oesophagus (C15),F,2003,N35_39,17,4138
Oesophagus (C15),F,2004,N35_39,8,4094
Oesophagus (C15),F,2005,N35_39,19,4247
Oesophagus (C15),F,2006,N35_39,18,4296
Oesophagus (C15),F,2007,N35_39,13,4317
Oesophagus (C15),F,2008,N35_39,15,4289
Oesophagus (C15),F,2009,N35_39,15,4384
Oesophagus (C15),F,2010,N35_39,12,4520
Oesophagus (C15),F,2011,N35_39,11,4473
Oesophagus (C15),F,2012,N35_39,11,4651
Oesophagus (C15),F,2013,N35_39,16,4682
Oesophagus (C15),F,2014,N35_39,16,4694
Oesophagus (C15),F,2015,N35_39,14,4902
Oesophagus (C15),F,2016,N35_39,12,4783
Oesophagus (C15),F,2017,N35_39,12,4670
Stomach (C16),M,1953,N35_39,21,1807
Stomach (C16),M,1954,N35_39,18,1740
Stomach (C16),M,1955,N35_39,21,1794
Stomach (C16),M,1956,N35_39,13,1757
Stomach (C16),M,1957,N35_39,13,1692
Stomach (C16),M,1958,N35_39,17,1820
Stomach (C16),M,1959,N35_39,17,1694
Stomach (C16),M,1960,N35_39,11,1773
Stomach (C16),M,1961,N35_39,12,1717
Stomach (C16),M,1962,N35_39,15,1674
Stomach (C16),M,1963,N35_39,11,1626
Stomach (C16),M,1964,N35_39,7,1611
Stomach (C16),M,1965,N35_39,12,1666
Stomach (C16),M,1966,N35_39,12,1584
Stomach (C16),M,1967,N35_39,8,1572
Stomach (C16),M,1968,N35_39,11,1639
Stomach (C16),M,1969,N35_39,7,1520
Stomach (C16),M,1970,N35_39,13,1483
Stomach (C16),M,1971,N35_39,47,8136
Stomach (C16),M,1972,N35_39,36,8035
Stomach (C16),M,1973,N35_39,49,8447
Stomach (C16),M,1974,N35_39,54,8254
Stomach (C16),M,1975,N35_39,58,8396
Stomach (C16),M,1976,N35_39,51,8047
Stomach (C16),M,1977,N35_39,60,8536
Stomach (C16),M,1978,N35_39,58,9214
Stomach (C16),M,1979,N35_39,49,9127
Stomach (C16),M,1980,N35_39,56,9500
Stomach (C16),M,1981,N35_39,59,9330
Stomach (C16),M,1982,N35_39,57,9177
Stomach (C16),M,1983,N35_39,141,14342
Stomach (C16),M,1984,N35_39,118,13718
Stomach (C16),M,1985,N35_39,143,13865
Stomach (C16),M,1986,N35_39,137,13881
Stomach (C16),M,1987,N35_39,129,13735
Stomach (C16),M,1988,N35_39,184,15796
Stomach (C16),M,1989,N35_39,177,17202
Stomach (C16),M,1990,N35_39,181,16666
Stomach (C16),M,1991,N35_39,166,16366
Stomach (C16),M,1992,N35_39,197,16626
Stomach (C16),M,1993,N35_39,160,16353
Stomach (C16),M,1994,N35_39,171,16983
Stomach (C16),M,1995,N35_39,175,16566
Stomach (C16),M,1996,N35_39,169,16384
Stomach (C16),M,1997,N35_39,152,16429
Stomach (C16),M,1998,N35_39,159,17321
Stomach (C16),M,1999,N35_39,162,17221
Stomach (C16),M,2000,N35_39,154,16768
Stomach (C16),M,2001,N35_39,162,16455
Stomach (C16),M,2002,N35_39,143,16067
Stomach (C16),M,2003,N35_39,156,16936
Stomach (C16),M,2004,N35_39,152,16697
Stomach (C16),M,2005,N35_39,139,16465
Stomach (C16),M,2006,N35_39,146,16271
Stomach (C16),M,2007,N35_39,142,16345
Stomach (C16),M,2008,N35_39,136,16165
Stomach (C16),M,2009,N35_39,111,16000
Stomach (C16),M,2010,N35_39,136,15696
Stomach (C16),M,2011,N35_39,129,15656
Stomach (C16),M,2012,N35_39,112,15454
Stomach (C16),M,2013,N35_39,123,15351
Stomach (C16),M,2014,N35_39,127,14898
Stomach (C16),M,2015,N35_39,121,14832
Stomach (C16),M,2016,N35_39,110,14867
Stomach (C16),M,2017,N35_39,94,13710
Stomach (C16),F,1953,N35_39,13,1272
Stomach (C16),F,1954,N35_39,16,1259
Stomach (C16),F,1955,N35_39,18,1265
Stomach (C16),F,1956,N35_39,12,1232
Stomach (C16),F,1957,N35_39,15,1178
Stomach (C16),F,1958,N35_39,16,1209
Stomach (C16),F,1959,N35_39,16,1247
Stomach (C16),F,1960,N35_39,15,1217
Stomach (C16),F,1961,N35_39,13,1158
Stomach (C16),F,1962,N35_39,12,1106
Stomach (C16),F,1963,N35_39,8,1166
Stomach (C16),F,1964,N35_39,8,1082
Stomach (C16),F,1965,N35_39,8,1091
Stomach (C16),F,1966,N35_39,10,1004
Stomach (C16),F,1967,N35_39,9,1081
Stomach (C16),F,1968,N35_39,5,1022
Stomach (C16),F,1969,N35_39,9,1001
Stomach (C16),F,1970,N35_39,6,1032
Stomach (C16),F,1971,N35_39,34,5681
Stomach (C16),F,1972,N35_39,35,5569
Stomach (C16),F,1973,N35_39,40,5783
Stomach (C16),F,1974,N35_39,34,5774
Stomach (C16),F,1975,N35_39,35,5995
Stomach (C16),F,1976,N35_39,42,5597
Stomach (C16),F,1977,N35_39,26,5786
Stomach (C16),F,1978,N35_39,36,6422
Stomach (C16),F,1979,N35_39,21,6395
Stomach (C16),F,1980,N35_39,34,6291
Stomach (C16),F,1981,N35_39,28,6401
Stomach (C16),F,1982,N35_39,32,6192
Stomach (C16),F,1983,N35_39,92,9929
Stomach (C16),F,1984,N35_39,85,9707
Stomach (C16),F,1985,N35_39,89,9727
Stomach (C16),F,1986,N35_39,95,9465
Stomach (C16),F,1987,N35_39,113,9596
Stomach (C16),F,1988,N35_39,108,10582
Stomach (C16),F,1989,N35_39,125,11488
Stomach (C16),F,1990,N35_39,126,11189
Stomach (C16),F,1991,N35_39,134,10947
Stomach (C16),F,1992,N35_39,119,10989
Stomach (C16),F,1993,N35_39,114,10815
Stomach (C16),F,1994,N35_39,147,10928
Stomach (C16),F,1995,N35_39,132,10834
Stomach (C16),F,1996,N35_39,143,10530
Stomach (C16),F,1997,N35_39,138,10531
Stomach (C16),F,1998,N35_39,132,11355
Stomach (C16),F,1999,N35_39,123,11112
Stomach (C16),F,2000,N35_39,127,11033
Stomach (C16),F,2001,N35_39,129,10691
Stomach (C16),F,2002,N35_39,127,10372
Stomach (C16),F,2003,N35_39,139,10969
Stomach (C16),F,2004,N35_39,131,10908
Stomach (C16),F,2005,N35_39,116,10389
Stomach (C16),F,2006,N35_39,125,10227
Stomach (C16),F,2007,N35_39,126,10294
Stomach (C16),F,2008,N35_39,119,10259
Stomach (C16),F,2009,N35_39,93,10088
Stomach (C16),F,2010,N35_39,111,9940
Stomach (C16),F,2011,N35_39,104,9813
Stomach (C16),F,2012,N35_39,123,9604
Stomach (C16),F,2013,N35_39,83,9559
Stomach (C16),F,2014,N35_39,114,9225
Stomach (C16),F,2015,N35_39,102,9288
Stomach (C16),F,2016,N35_39,86,9027
Stomach (C16),F,2017,N35_39,97,8359
Colon (C18),M,1953,N35_39,11,585
Colon (C18),M,1954,N35_39,16,584
Colon (C18),M,1955,N35_39,9,577
Colon (C18),M,1956,N35_39,8,587
Colon (C18),M,1957,N35_39,10,579
Colon (C18),M,1958,N35_39,13,708
Colon (C18),M,1959,N35_39,14,722
Colon (C18),M,1960,N35_39,10,704
Colon (C18),M,1961,N35_39,7,794
Colon (C18),M,1962,N35_39,8,756
Colon (C18),M,1963,N35_39,8,826
Colon (C18),M,1964,N35_39,11,830
Colon (C18),M,1965,N35_39,6,898
Colon (C18),M,1966,N35_39,11,886
Colon (C18),M,1967,N35_39,15,973
Colon (C18),M,1968,N35_39,11,958
Colon (C18),M,1969,N35_39,10,970
Colon (C18),M,1970,N35_39,12,1011
Colon (C18),M,1971,N35_39,67,5795
Colon (C18),M,1972,N35_39,62,5909
Colon (C18),M,1973,N35_39,62,6314
Colon (C18),M,1974,N35_39,58,6539
Colon (C18),M,1975,N35_39,62,6672
Colon (C18),M,1976,N35_39,62,6867
Colon (C18),M,1977,N35_39,64,7167
Colon (C18),M,1978,N35_39,73,8081
Colon (C18),M,1979,N35_39,70,8287
Colon (C18),M,1980,N35_39,85,8753
Colon (C18),M,1981,N35_39,68,8944
Colon (C18),M,1982,N35_39,83,9149
Colon (C18),M,1983,N35_39,124,11238
Colon (C18),M,1984,N35_39,111,11525
Colon (C18),M,1985,N35_39,116,11889
Colon (C18),M,1986,N35_39,140,12209
Colon (C18),M,1987,N35_39,121,12904
Colon (C18),M,1988,N35_39,163,14372
Colon (C18),M,1989,N35_39,147,16838
Colon (C18),M,1990,N35_39,134,17178
Colon (C18),M,1991,N35_39,144,17696
Colon (C18),M,1992,N35_39,156,18676
Colon (C18),M,1993,N35_39,176,19640
Colon (C18),M,1994,N35_39,167,21112
Colon (C18),M,1995,N35_39,164,21109
Colon (C18),M,1996,N35_39,188,22246
Colon (C18),M,1997,N35_39,167,22815
Colon (C18),M,1998,N35_39,187,25514
Colon (C18),M,1999,N35_39,220,26225
Colon (C18),M,2000,N35_39,199,27025
Colon (C18),M,2001,N35_39,203,27549
Colon (C18),M,2002,N35_39,168,27655
Colon (C18),M,2003,N35_39,215,30645
Colon (C18),M,2004,N35_39,218,31766
Colon (C18),M,2005,N35_39,219,32528
Colon (C18),M,2006,N35_39,242,33149
Colon (C18),M,2007,N35_39,248,34349
Colon (C18),M,2008,N35_39,226,36232
Colon (C18),M,2009,N35_39,219,37263
Colon (C18),M,2010,N35_39,216,38316
Colon (C18),M,2011,N35_39,244,38391
Colon (C18),M,2012,N35_39,237,39042
Colon (C18),M,2013,N35_39,257,39762
Colon (C18),M,2014,N35_39,275,41216
Colon (C18),M,2015,N35_39,274,41824
Colon (C18),M,2016,N35_39,298,41807
Colon (C18),M,2017,N35_39,330,38887
Colon (C18),F,1953,N35_39,12,676
Colon (C18),F,1954,N35_39,15,644
Colon (C18),F,1955,N35_39,17,727
Colon (C18),F,1956,N35_39,12,718
Colon (C18),F,1957,N35_39,16,730
Colon (C18),F,1958,N35_39,13,841
Colon (C18),F,1959,N35_39,14,899
Colon (C18),F,1960,N35_39,11,887
Colon (C18),F,1961,N35_39,14,911
Colon (C18),F,1962,N35_39,11,935
Colon (C18),F,1963,N35_39,16,993
Colon (C18),F,1964,N35_39,13,1043
Colon (C18),F,1965,N35_39,15,1022
Colon (C18),F,1966,N35_39,9,1163
Colon (C18),F,1967,N35_39,4,1153
Colon (C18),F,1968,N35_39,10,1249
Colon (C18),F,1969,N35_39,11,1288
Colon (C18),F,1970,N35_39,12,1261
Colon (C18),F,1971,N35_39,67,7899
Colon (C18),F,1972,N35_39,65,8013
Colon (C18),F,1973,N35_39,78,8434
Colon (C18),F,1974,N35_39,67,8893
Colon (C18),F,1975,N35_39,66,9068
Colon (C18),F,1976,N35_39,76,9193
Colon (C18),F,1977,N35_39,78,9509
Colon (C18),F,1978,N35_39,85,10845
Colon (C18),F,1979,N35_39,92,10764
Colon (C18),F,1980,N35_39,88,11114
Colon (C18),F,1981,N35_39,81,11684
Colon (C18),F,1982,N35_39,108,11678
Colon (C18),F,1983,N35_39,127,14118
Colon (C18),F,1984,N35_39,110,13923
Colon (C18),F,1985,N35_39,97,14549
Colon (C18),F,1986,N35_39,136,14655
Colon (C18),F,1987,N35_39,121,15276
Colon (C18),F,1988,N35_39,134,16893
Colon (C18),F,1989,N35_39,139,19441
Colon (C18),F,1990,N35_39,138,19831
Colon (C18),F,1991,N35_39,154,20193
Colon (C18),F,1992,N35_39,166,20892
Colon (C18),F,1993,N35_39,170,21409
Colon (C18),F,1994,N35_39,200,22591
Colon (C18),F,1995,N35_39,154,22666
Colon (C18),F,1996,N35_39,199,23115
Colon (C18),F,1997,N35_39,147,23420
Colon (C18),F,1998,N35_39,195,26292
Colon (C18),F,1999,N35_39,203,26530
Colon (C18),F,2000,N35_39,202,26806
Colon (C18),F,2001,N35_39,191,26835
Colon (C18),F,2002,N35_39,211,26916
Colon (C18),F,2003,N35_39,217,29340
Colon (C18),F,2004,N35_39,224,30628
Colon (C18),F,2005,N35_39,211,30460
Colon (C18),F,2006,N35_39,249,31404
Colon (C18),F,2007,N35_39,216,31826
Colon (C18),F,2008,N35_39,218,33164
Colon (C18),F,2009,N35_39,240,33725
Colon (C18),F,2010,N35_39,195,34275
Colon (C18),F,2011,N35_39,240,35209
Colon (C18),F,2012,N35_39,257,35220
Colon (C18),F,2013,N35_39,263,35410
Colon (C18),F,2014,N35_39,299,36951
Colon (C18),F,2015,N35_39,312,37371
Colon (C18),F,2016,N35_39,329,37529
Colon (C18),F,2017,N35_39,332,35644
Rectum and anus (C19-21),M,1953,N35_39,9,597
Rectum and anus (C19-21),M,1954,N35_39,4,621
Rectum and anus (C19-21),M,1955,N35_39,6,593
Rectum and anus (C19-21),M,1956,N35_39,9,620
Rectum and anus (C19-21),M,1957,N35_39,2,666
Rectum and anus (C19-21),M,1958,N35_39,3,632
Rectum and anus (C19-21),M,1959,N35_39,10,746
Rectum and anus (C19-21),M,1960,N35_39,3,721
Rectum and anus (C19-21),M,1961,N35_39,6,749
Rectum and anus (C19-21),M,1962,N35_39,8,746
Rectum and anus (C19-21),M,1963,N35_39,4,775
Rectum and anus (C19-21),M,1964,N35_39,4,747
Rectum and anus (C19-21),M,1965,N35_39,1,763
Rectum and anus (C19-21),M,1966,N35_39,5,756
Rectum and anus (C19-21),M,1967,N35_39,5,782
Rectum and anus (C19-21),M,1968,N35_39,3,913
Rectum and anus (C19-21),M,1969,N35_39,7,914
Rectum and anus (C19-21),M,1970,N35_39,4,913
Rectum and anus (C19-21),M,1971,N35_39,40,5136
Rectum and anus (C19-21),M,1972,N35_39,33,5093
Rectum and anus (C19-21),M,1973,N35_39,41,5583
Rectum and anus (C19-21),M,1974,N35_39,36,5598
Rectum and anus (C19-21),M,1975,N35_39,52,5718
Rectum and anus (C19-21),M,1976,N35_39,33,5750
Rectum and anus (C19-21),M,1977,N35_39,46,6039
Rectum and anus (C19-21),M,1978,N35_39,47,6650
Rectum and anus (C19-21),M,1979,N35_39,52,6985
Rectum and anus (C19-21),M,1980,N35_39,45,7091
Rectum and anus (C19-21),M,1981,N35_39,55,7266
Rectum and anus (C19-21),M,1982,N35_39,50,7154
Rectum and anus (C19-21),M,1983,N35_39,80,9691
Rectum and anus (C19-21),M,1984,N35_39,90,9531
Rectum and anus (C19-21),M,1985,N35_39,88,10122
Rectum and anus (C19-21),M,1986,N35_39,83,10030
Rectum and anus (C19-21),M,1987,N35_39,78,10216
Rectum and anus (C19-21),M,1988,N35_39,109,11605
Rectum and anus (C19-21),M,1989,N35_39,100,12991
Rectum and anus (C19-21),M,1990,N35_39,111,13286
Rectum and anus (C19-21),M,1991,N35_39,112,13540
Rectum and anus (C19-21),M,1992,N35_39,109,14313
Rectum and anus (C19-21),M,1993,N35_39,110,14877
Rectum and anus (C19-21),M,1994,N35_39,109,15547
Rectum and anus (C19-21),M,1995,N35_39,110,15876
Rectum and anus (C19-21),M,1996,N35_39,114,16552
Rectum and anus (C19-21),M,1997,N35_39,124,17174
Rectum and anus (C19-21),M,1998,N35_39,141,19150
Rectum and anus (C19-21),M,1999,N35_39,151,19444
Rectum and anus (C19-21),M,2000,N35_39,161,20014
Rectum and anus (C19-21),M,2001,N35_39,134,19841
Rectum and anus (C19-21),M,2002,N35_39,146,20605
Rectum and anus (C19-21),M,2003,N35_39,173,22321
Rectum and anus (C19-21),M,2004,N35_39,171,23009
Rectum and anus (C19-21),M,2005,N35_39,176,22998
Rectum and anus (C19-21),M,2006,N35_39,168,23256
Rectum and anus (C19-21),M,2007,N35_39,184,23652
Rectum and anus (C19-21),M,2008,N35_39,204,24453
Rectum and anus (C19-21),M,2009,N35_39,173,24727
Rectum and anus (C19-21),M,2010,N35_39,155,24960
Rectum and anus (C19-21),M,2011,N35_39,174,25020
Rectum and anus (C19-21),M,2012,N35_39,174,25411
Rectum and anus (C19-21),M,2013,N35_39,196,25177
Rectum and anus (C19-21),M,2014,N35_39,194,25608
Rectum and anus (C19-21),M,2015,N35_39,184,25636
Rectum and anus (C19-21),M,2016,N35_39,203,25996
Rectum and anus (C19-21),M,2017,N35_39,228,24949
Rectum and anus (C19-21),F,1953,N35_39,3,400
Rectum and anus (C19-21),F,1954,N35_39,7,422
Rectum and anus (C19-21),F,1955,N35_39,6,453
Rectum and anus (C19-21),F,1956,N35_39,7,477
Rectum and anus (C19-21),F,1957,N35_39,5,458
Rectum and anus (C19-21),F,1958,N35_39,8,531
Rectum and anus (C19-21),F,1959,N35_39,4,537
Rectum and anus (C19-21),F,1960,N35_39,12,531
Rectum and anus (C19-21),F,1961,N35_39,5,463
Rectum and anus (C19-21),F,1962,N35_39,8,503
Rectum and anus (C19-21),F,1963,N35_39,8,538
Rectum and anus (C19-21),F,1964,N35_39,8,580
Rectum and anus (C19-21),F,1965,N35_39,4,593
Rectum and anus (C19-21),F,1966,N35_39,6,597
Rectum and anus (C19-21),F,1967,N35_39,7,619
Rectum and anus (C19-21),F,1968,N35_39,7,650
Rectum and anus (C19-21),F,1969,N35_39,5,670
Rectum and anus (C19-21),F,1970,N35_39,10,754
Rectum and anus (C19-21),F,1971,N35_39,22,4124
Rectum and anus (C19-21),F,1972,N35_39,34,4318
Rectum and anus (C19-21),F,1973,N35_39,31,4566
Rectum and anus (C19-21),F,1974,N35_39,38,4649
Rectum and anus (C19-21),F,1975,N35_39,33,4780
Rectum and anus (C19-21),F,1976,N35_39,27,4747
Rectum and anus (C19-21),F,1977,N35_39,29,4918
Rectum and anus (C19-21),F,1978,N35_39,41,5778
Rectum and anus (C19-21),F,1979,N35_39,29,5768
Rectum and anus (C19-21),F,1980,N35_39,36,5958
Rectum and anus (C19-21),F,1981,N35_39,44,5993
Rectum and anus (C19-21),F,1982,N35_39,56,6098
Rectum and anus (C19-21),F,1983,N35_39,87,8279
Rectum and anus (C19-21),F,1984,N35_39,76,8180
Rectum and anus (C19-21),F,1985,N35_39,82,8261
Rectum and anus (C19-21),F,1986,N35_39,69,8351
Rectum and anus (C19-21),F,1987,N35_39,62,8385
Rectum and anus (C19-21),F,1988,N35_39,95,9487
Rectum and anus (C19-21),F,1989,N35_39,95,10864
Rectum and anus (C19-21),F,1990,N35_39,96,10701
Rectum and anus (C19-21),F,1991,N35_39,86,10872
Rectum and anus (C19-21),F,1992,N35_39,100,11285
Rectum and anus (C19-21),F,1993,N35_39,97,11580
Rectum and anus (C19-21),F,1994,N35_39,115,12025
Rectum and anus (C19-21),F,1995,N35_39,104,12188
Rectum and anus (C19-21),F,1996,N35_39,127,12411
Rectum and anus (C19-21),F,1997,N35_39,126,12903
Rectum and anus (C19-21),F,1998,N35_39,153,14535
Rectum and anus (C19-21),F,1999,N35_39,150,14815
Rectum and anus (C19-21),F,2000,N35_39,150,14682
Rectum and anus (C19-21),F,2001,N35_39,136,14590
Rectum and anus (C19-21),F,2002,N35_39,142,14739
Rectum and anus (C19-21),F,2003,N35_39,140,16204
Rectum and anus (C19-21),F,2004,N35_39,147,16452
Rectum and anus (C19-21),F,2005,N35_39,158,16692
Rectum and anus (C19-21),F,2006,N35_39,143,16627
Rectum and anus (C19-21),F,2007,N35_39,170,16936
Rectum and anus (C19-21),F,2008,N35_39,191,16806
Rectum and anus (C19-21),F,2009,N35_39,159,17127
Rectum and anus (C19-21),F,2010,N35_39,166,17007
Rectum and anus (C19-21),F,2011,N35_39,157,17437
Rectum and anus (C19-21),F,2012,N35_39,171,17238
Rectum and anus (C19-21),F,2013,N35_39,183,16972
Rectum and anus (C19-21),F,2014,N35_39,180,17603
Rectum and anus (C19-21),F,2015,N35_39,195,17644
Rectum and anus (C19-21),F,2016,N35_39,208,17310
Rectum and anus (C19-21),F,2017,N35_39,217,16689
Liver and intrahepatic bile ducts (C22),M,1953,N35_39,0,32
Liver and intrahepatic bile ducts (C22),M,1954,N35_39,0,29
Liver and intrahepatic bile ducts (C22),M,1955,N35_39,0,28
Liver and intrahepatic bile ducts (C22),M,1956,N35_39,1,40
Liver and intrahepatic bile ducts (C22),M,1957,N35_39,0,39
Liver and intrahepatic bile ducts (C22),M,1958,N35_39,0,41
Liver and intrahepatic bile ducts (C22),M,1959,N35_39,0,48
Liver and intrahepatic bile ducts (C22),M,1960,N35_39,0,75
Liver and intrahepatic bile ducts (C22),M,1961,N35_39,0,78
Liver and intrahepatic bile ducts (C22),M,1962,N35_39,1,71
Liver and intrahepatic bile ducts (C22),M,1963,N35_39,0,82
Liver and intrahepatic bile ducts (C22),M,1964,N35_39,1,107
Liver and intrahepatic bile ducts (C22),M,1965,N35_39,2,98
Liver and intrahepatic bile ducts (C22),M,1966,N35_39,1,133
Liver and intrahepatic bile ducts (C22),M,1967,N35_39,1,140
Liver and intrahepatic bile ducts (C22),M,1968,N35_39,1,129
Liver and intrahepatic bile ducts (C22),M,1969,N35_39,2,127
Liver and intrahepatic bile ducts (C22),M,1970,N35_39,0,128
Liver and intrahepatic bile ducts (C22),M,1971,N35_39,8,599
